message,actual_sentiment,predicted_sentiment,sentiment_confidence,actual_sarcasm
mujhe lagta hai meri drawers khud history preserve kar rahi hain 😂,Neutral,Negative,0.993,True
bhai aaj ek street cat ne mujhe ignore kar diya with full confidence,Neutral,Positive,0.5773,True
aaj ek squirrel balcony rail pe literally pose kar rahi thi 😂,Positive,Negative,0.8941,True
woh cat mujhe dekh ke bhi bilkul move nahi hui,Neutral,Negative,0.5197,True
bhai dog ne ball chhodi aur phir khud hi uske peeche bhaaga 😂,Positive,Negative,0.9799,True
squirrel ko food churaate hue pakda 😂,Positive,Negative,0.514,True
bhai pigeon ka confidence mujhse zyada hai,Neutral,Positive,0.9978,True
ek little puppy ko first time stairs explore karte dekha,Positive,Neutral,0.9955,False
bhai squirrel ne food liya aur bina thank you chale gayi 😂,Negative,Positive,0.7135,True
bhai nature ke characters ka attitude alag level ka hai 😂,Positive,Negative,0.7567,True
bhai ek uncle morning walk ko military training bana rahe the,Positive,Neutral,0.9575,True
park mein ek kid ne bubbles se pura area cover kar diya,Positive,Negative,0.5293,True
bhai kisi ne park bench pe pura snack setup bana rakha tha 😂,Neutral,Negative,0.8248,True
ek kid apni kite ke peeche full speed bhaag raha tha 😭,Positive,Negative,0.9859,True
bhai kisi ne cycle pe itna huge basket laga rakha hai 😂,Neutral,Negative,0.8568,True
bhai ek kid ne mujhe dekh ke random wave kiya 😭,Positive,Negative,0.9786,False
"ek kid ne cycle chalana finally seekh liya, sab clap kar rahe the",Positive,Negative,0.9945,False
bhai points collect karte karte reward mil hi gaya 😭,Positive,Negative,0.9912,False
"coupon actually valid nikla, rare win 😂",Positive,Neutral,0.9505,True
freebie cute tha but honestly useless 😂,Neutral,Negative,0.9576,True
bhai rewards system samajhne ke liye degree chahiye,Negative,Neutral,0.9972,True
aaj random handwritten sign dekha aur hasi aa gayi,Positive,Neutral,0.851,True
bhai kisi ne wall pe spelling mistake ke saath motivational quote likha 😂,Negative,Neutral,0.9114,True
bhai notice board pe kisi ne doodle bana diya,Positive,Negative,0.9243,True
aaj road sign ka sticker half peeled tha 😂,Neutral,Negative,0.952,True
bhai kisi ne wall pe “smile” likha aur side mein sad face bana diya 😭,Neutral,Negative,0.9466,True
random graffiti actually artistic lag rahi thi,Positive,Negative,0.9838,False
aaj ek handwritten note ne attention catch kiya,Positive,Neutral,0.6224,False
kisi ne tiny sticker se pura sign decorate kar diya,Positive,Negative,0.9873,True
mujhe random signs read karne ki weird habit hai 😂,Neutral,Negative,0.9736,True
bhai kisi ne warning ko poetry bana diya 😭,Positive,Negative,0.9933,True
Yaar ye suitcase ka wheel phir toot gaya 🙂,Negative,Neutral,0.9374,False
Mera luggage mujhse zyada travel kar raha hai,Negative,Positive,0.9915,True
Cab wala bol raha hai road band hai,Neutral,Negative,0.6724,False
Bhai ticket mere phone mein hi reh gaya aur battery 3% hai 😭,Negative,Neutral,0.677,False
Flight mein mere side wala banda already so gaya,Neutral,Negative,0.7614,False
Train mein ek aunty ne pura snacks distribute kar diya 😭,Positive,Negative,0.9761,False
Window ke bahar mountains dikh rahe hain yaar,Positive,Neutral,0.9872,False
Airport coffee ke paise dekh ke ghar ki chai yaad aa gayi,Negative,Neutral,0.9851,False
Flight ka announcement kuch samajh hi nahi aaya,Negative,Positive,0.9872,False
Bhai ye road toh map pe hai hi nahi,Negative,Neutral,0.5779,False
Hotel ka room photos se thoda alag hai 🙂,Negative,Positive,0.9278,True
Hotel mein hair dryer hai but kettle nahi 😭,Negative,Neutral,0.9903,False
Reception wale ne naam hi alag pronounce kar diya,Neutral,Negative,0.9897,False
Room service wale ne extra towel de diya 😂,Positive,Negative,0.9871,False
Hotel ke corridor ka carpet unnecessarily royal hai,Positive,Neutral,0.8471,True
Yaha WiFi password literally novel hai,Negative,Positive,0.5132,True
Hotel lobby mein live music chal raha hai,Positive,Neutral,0.9515,False
Yaar room number yaad nahi reh raha,Negative,Neutral,0.99,False
Bhai hotel ke breakfast mein itne options hain ki decision nahi ho raha,Positive,Neutral,0.9683,False
Guys mera parcel kisi aur building mein deliver ho gaya 😭,Negative,Neutral,0.9702,False
Packaging dekh ke hi lag raha hai expensive hoga 😂,Positive,Negative,0.9943,False
Bhai product photos mein kuch aur hi tha,Negative,Neutral,0.9929,False
Delivery guy building ke bahar khada hai but mujhe mil nahi raha,Negative,Neutral,0.9913,False
Bhai tracking location mere ghar se opposite direction mein ja rahi hai 😭,Negative,Neutral,0.6972,False
Finally replacement approve ho gaya,Positive,Neutral,0.4454,False
Yaar return pickup wale aaye hi nahi,Negative,Neutral,0.992,False
Mera parcel aaj expected tha apparently,Negative,Neutral,0.7823,False
Box pe naam mera hai product kisi aur ka 😂,Negative,Neutral,0.9118,False
Bhai packaging mein aadha cardboard hi nikla,Negative,Neutral,0.6543,True
"Discount dekh ke order kar diya, ab reason nahi pata",Positive,Negative,0.9925,True
"Parcel khol diya, ab return karne ka mann nahi kar raha 😂",Positive,Negative,0.9933,False
Bhai customer care se baat karna hi actual challenge hai,Negative,Neutral,0.7653,True
Mera parcel 3 cities cross karke wapas aa gaya,Negative,Positive,0.9748,True
Bhai clouds dekh ke lag raha hai kuch hone wala hai,Neutral,Negative,0.8738,False
Subah sunny tha ab full dark ho gaya,Neutral,Negative,0.9741,False
Bhai baarish exactly ghar se nikalte time start hui,Negative,Neutral,0.9415,True
Sunset yaha se unreal lag raha hai,Positive,Negative,0.9598,False
Bhai itni humidity mein hair ka koi future nahi,Negative,Neutral,0.7243,True
Aaj sky ekdum orange ho gaya tha,Positive,Neutral,0.9935,False
Bhai baarish ko timing naam ki koi cheez nahi pata,Negative,Neutral,0.774,True
Yaar sunrise dekhne layak tha,Positive,Neutral,0.8611,False
Bhai yaha fog mein saamne wala building bhi missing hai,Negative,Neutral,0.6582,True
Main abhi halfway pe hu wait,Neutral,Negative,0.9606,False
Movie 3 ghante ki hai kya bhai,Neutral,Negative,0.9755,False
Guys mujhe ending samajh nahi aayi,Negative,Positive,0.9958,False
Movie slow hai but visuals crazy hain,Positive,Neutral,0.6457,False
Bhai theatre mein ek banda pura movie explain kar raha tha,Negative,Neutral,0.7464,False
Ye plot twist toh bilkul nahi expect kiya,Positive,Negative,0.8173,False
Movie dekh ke abhi tak brain process kar raha,Neutral,Positive,0.9709,False
Ending thodi rushed nahi lagi?,Negative,Neutral,0.9969,False
Ye scene dekh ke pura theatre chup ho gaya,Neutral,Negative,0.988,False
Main trailer dekh ke hi sold ho gaya tha,Positive,Neutral,0.7064,False
Guys playlist mein kuch fresh songs daalo,Neutral,Positive,0.5453,False
Bhai headphones lagate hi duniya se disconnect ho gaya,Positive,Negative,0.9639,False
Bhai live version studio se better tha,Positive,Neutral,0.9856,False
Ye song ka chorus unnecessarily catchy hai 😂,Positive,Negative,0.9783,False
"Main bas ek song sunne gaya tha, pura album khatam ho gaya",Positive,Negative,0.9885,False
Aaj mood ke according music mil gaya,Positive,Neutral,0.93,False
Kisi ko karaoke karna hai? 😂,Positive,Negative,0.8179,False
Bhai live crowd ki energy alag hoti hai,Positive,Neutral,0.5088,False
Bhai host ne woh question exactly pooch liya jo main soch raha tha,Positive,Neutral,0.9823,False
Guys ye interview dekhna worth it hai,Neutral,Positive,0.998,False
Podcast 2 ghante ka hai bhai 😭,Negative,Neutral,0.7433,False
Bhai episode khatam hua aur mere paas naye questions aa gaye,Positive,Negative,0.9711,False
Main podcast sunte sunte walk pe nikal gaya,Positive,Neutral,0.9022,False
Podcast ka title dekh ke kuch aur expect kiya tha,Negative,Neutral,0.6848,False
Podcast sunte hue time ka pata nahi chala,Positive,Neutral,0.9947,False
Bhai recommendation algorithm aaj kaam kar gaya,Positive,Neutral,0.9699,False
Bhai ab main unnecessarily invested ho gaya,Positive,Negative,0.9815,False
Match haar gaye but game solid tha,Positive,Neutral,0.7835,False
Aaj court pe surprisingly crowd tha,Neutral,Positive,0.6987,False
Bhai warm-up se hi thak gaya hu 😂,Negative,Positive,0.4827,False
Main 20 min se same mission pe hu,Negative,Neutral,0.9946,False
Aaj random player ne mujhe carry kar diya 😂,Positive,Negative,0.9658,False
Bhai opponent ka aim suspiciously perfect hai 😂,Negative,Positive,0.9945,True
Guys tournament join karna hai kya?,Positive,Neutral,0.9986,False
Bhai character customization mein hi pura time chala gaya,Negative,Neutral,0.8579,False
Bhai photo mein background mein kya aa gaya 😭,Negative,Neutral,0.9309,False
Guys ye picture accidentally kaafi achhi aa gayi,Positive,Negative,0.9184,False
Camera low battery dikha raha hai,Negative,Neutral,0.6347,False
Guys camera clean karna padega lens pe kuch hai,Negative,Neutral,0.9974,False
Bhai candid photo mein expression dekh 😭,Neutral,Negative,0.9867,False
Main photo lene gaya tha aur bird udd gaya,Negative,Neutral,0.9873,False
Aaj clouds ka photo unnecessarily aesthetic hai,Positive,Negative,0.9655,False
Bhai photo click karne se pehle hi moment khatam ho gaya,Negative,Neutral,0.6813,False
Bhai yaha bargaining literally mandatory hai,Neutral,Positive,0.8245,False
Ye market raat mein aur lively ho jata hai,Positive,Neutral,0.8915,False
Guys spices ki smell pura street mein aa rahi,Positive,Neutral,0.7433,False
Bhai market mein lost hona surprisingly easy hai,Negative,Positive,0.9784,True
Guys yaha ka famous snack try karna hai?,Positive,Neutral,0.95,False
Bhai bargain karte karte mujhe khud discount mil gaya 😂,Positive,Negative,0.9105,False
Yaha har shop ka music alag chal raha hai 😭,Neutral,Negative,0.9448,False
Bhai ek shop mein literally sab kuch mil raha,Positive,Neutral,0.6049,False
Aaj ek cultural festival ka parade dekha,Positive,Neutral,0.9959,False
Guys yaha traditional music live chal raha hai,Positive,Neutral,0.9624,False
Guys food stalls pe insane queue hai,Negative,Neutral,0.8506,False
Bhai procession abhi tak khatam nahi hua 😂,Negative,Positive,0.5521,False
Ye traditional instrument ki sound alag hi hai,Positive,Neutral,0.6986,False
Guys lanterns dekhe? 🥹,Positive,Neutral,0.9954,False
Bhai raat mein pura area glow kar raha,Positive,Negative,0.9413,False
Ye decorations hand-made hain apparently,Positive,Neutral,0.906,False
Aaj ek international food try kiya,Positive,Neutral,0.9687,False
Bhai naam pronounce nahi hua but taste good tha 😂,Positive,Neutral,0.847,False
Guys ye sauce kaafi spicy hai,Negative,Positive,0.998,False
Bhai chopsticks ke saath meri izzat khatam ho gayi 😭,Negative,Positive,0.8554,True
Aaj first time ramen try kiya,Positive,Neutral,0.9969,False
Taste thoda unusual hai but not bad,Positive,Neutral,0.9349,False
Yaha portion size dekh ke shock ho gaya,Positive,Negative,0.9842,False
Ye noodles unexpectedly spicy nikle,Negative,Positive,0.9359,False
Guys dessert share karenge?,Positive,Neutral,0.993,False
Aaj ek local bakery discover hui,Positive,Neutral,0.9903,False
Guys kisi ko language exchange karna hai?,Positive,Neutral,0.9978,False
Aaj ek local word seekha,Positive,Neutral,0.9977,False
Bhai pronunciation practice karte karte tongue twist ho gaya,Negative,Neutral,0.9731,False
Aaj kisi stranger se local language mein baat karne ki try ki,Positive,Neutral,0.9976,False
Bhai usne appreciate kiya toh confidence aa gaya 😭,Positive,Negative,0.9477,False
Bhai subtitles ne meri jaan bacha li,Positive,Neutral,0.3927,True
Guys mera Bluetooth connect nahi ho raha,Negative,Neutral,0.9796,False
Bhai storage full ka notification aa gaya,Negative,Neutral,0.6862,False
Ye app bina reason location permission maang rahi,Negative,Neutral,0.7283,False
Bhai phone 1% pe hai aur charger nahi mil raha,Negative,Neutral,0.8694,False
Bhai storage clean karte karte important photo delete na ho jaye,Negative,Neutral,0.5579,False
Kisi ko volunteer karna hai weekend pe?,Positive,Neutral,0.9969,False
Bhai animal shelter visit ka plan hai,Positive,Neutral,0.9967,False
Aaj shelter mein puppies ke saath time spend kiya 🥹,Positive,Neutral,0.9962,False
Bhai ek old-age home visit karne ka plan bana rahe,Positive,Neutral,0.9906,False
Guys books donate karne hain toh batao,Positive,Neutral,0.863,False
Bhai donation box already full ho gaya,Positive,Neutral,0.8898,False
Bhai volunteers expected se zyada nikle,Positive,Neutral,0.5263,False
Kisi ko pottery try karni hai?,Positive,Neutral,0.9914,False
Guys painting workshop join karu kya?,Positive,Neutral,0.9985,False
Aaj first time pottery wheel use kiya,Positive,Neutral,0.9978,False
Bhai mera cup abstract art ban gaya 😂,Negative,Positive,0.9824,True
Guys plant sketch karne ka challenge karte hain,Positive,Neutral,0.995,False
Aaj clay se tiny cat banayi,Positive,Neutral,0.9967,False
Ye DIY idea video mein easy tha obviously 😂,Negative,Positive,0.8009,True
Aaj handmade bookmark banaya,Positive,Neutral,0.9564,False
Aaj ek random street cat mere peeche market tak aa gayi,Positive,Neutral,0.9846,False
Aaj ek parrot literally kisi ki ringtone repeat kar raha tha 😭,Positive,Negative,0.6168,False
Bhai squirrel ne mera snack chura liya,Negative,Neutral,0.9874,False
Guys birds ke liye water bowl rakhna hai,Positive,Neutral,0.9977,False
Aaj ek butterfly mere bag pe baith gayi,Positive,Neutral,0.9357,False
Guys ye puppy kitna tiny hai yaar 🥹,Positive,Neutral,0.8479,False
Aaj ek dog ne ball mere paas laake chhod di,Positive,Neutral,0.9952,False
"Bhai cat ko box chahiye tha, obviously 😂",Positive,Neutral,0.878,True
"Aaj street pe ek injured bird dekha, help kaise kare?",Negative,Neutral,0.9838,False
Bhai puppy ne shoelace ko toy bana liya,Positive,Neutral,0.9978,False
Aaj ek dog ka expression literally human jaisa tha,Positive,Neutral,0.99,False
Guys menu mein kuch samajh nahi aa raha,Negative,Positive,0.9377,False
Aaj ek tiny cafe mila jo street se bilkul hidden tha,Positive,Neutral,0.985,False
Ye place photos mein smaller lag raha tha,Negative,Neutral,0.7145,False
Bhai cafe ka dessert dekh ke order change kar diya,Positive,Neutral,0.9888,False
Guys outdoor seating better lag rahi,Positive,Neutral,0.9941,False
Bhai waiter ne recommendation di aur actually sahi thi,Positive,Neutral,0.9452,False
Aaj ek bookstore-cafe combo mila,Positive,Neutral,0.995,False
Guys yaha board games bhi hain,Positive,Neutral,0.9953,False
Guys next time yaha breakfast try karenge,Positive,Neutral,0.9572,False
Bhai place chhota hai but vibe achhi hai,Positive,Neutral,0.5489,False
Bhai aaj meteor shower visible hai apparently,Positive,Neutral,0.885,False
Guys constellation identify karne ka try karte hain,Positive,Neutral,0.9964,False
Aaj ek shooting star dekha I think 😭,Positive,Neutral,0.6523,False
Bhai city lights ki wajah se kuch dikh nahi raha,Negative,Positive,0.4725,False
Aaj night sky photography try karunga,Positive,Neutral,0.9545,False
Bhai telescope mein sab kuch ulta kyun dikh raha,Neutral,Negative,0.9471,False
Aaj sky unusually clear hai,Positive,Neutral,0.5757,False
Aaj first time constellation recognise kiya,Positive,Neutral,0.9962,False
Bhai space ka scale soch ke hi brain hang ho jata hai,Neutral,Negative,0.5745,False
Bhai last lap ka drama insane tha,Positive,Neutral,0.9596,False
Aaj race mein strategy ne pura game change kar diya,Positive,Negative,0.8736,False
Bhai pit stop literally blink karte miss ho gaya,Neutral,Negative,0.9812,False
Aaj final unexpectedly close ja raha,Positive,Negative,0.9764,False
Bhai last-minute goal ne pura stadium hila diya,Positive,Negative,0.9242,False
Guys cricket ke alawa koi sport bhi dekhta hai kya 😂,Neutral,Negative,0.8446,True
