message,actual_sarcasm,predicted_sarcasm,sarcasm_confidence,actual_sentiment
Stage setup dekh ke lag raha hai event actually hone wala hai,True,False,0.9844,Positive
"Speaker late hai, suspense maintain kar rahe hain",True,False,0.9404,Negative
Crowd dekh ke lag raha free tha,True,False,0.998,Positive
Event ka highlight registration queue hi thi,True,False,0.993,Negative
Speaker ne 5 min bola aur 40 min ka presentation de diya,True,False,0.9965,Negative
Stage pe naam announce hua aur pronunciation ne identity badal di,True,False,0.9765,Negative
Wah photographer ne exact blink moment capture kiya,True,False,0.7978,Negative
"Event free tha, patience ka payment dena pada",True,False,0.9959,Negative
"Event mein food mila, ab purpose samajh aa gaya",True,False,0.9243,Positive
"Museum mein painting dekhi, price dekh ke art aur valuable lagne laga",True,False,0.9972,Negative
Wah statue itna old hai ki history bhi tired hogi,True,False,0.9976,Positive
"Guide ne 20 min ka tour bola, hum abhi second room mein hain",True,False,0.9389,Negative
Museum ka audio guide mujhe mujhse zyada confused kar raha,True,False,0.9967,Negative
Museum map dekh ke laga maze mein aa gaya hu,True,False,0.9973,Negative
Guide ne artist ka pura family tree bata diya,True,False,0.9983,Neutral
"Wah ancient object itna small hai, expectations bhi adjust karni padi",True,False,0.8879,Neutral
Wah AC itna cold hai ki artifacts bhi preserve ho rahe,True,False,0.7456,Positive
Museum ka staircase history se zyada challenging hai,True,False,0.9524,Negative
"Haan tour khatam hua, ab pata chala second floor bhi tha",True,False,0.9087,Negative
Aaj random gallery visit unexpectedly worth it tha,False,True,0.8102,Positive
Wah art dekh ke main bhi sophisticated feel kar raha,True,False,0.9976,Positive
"Train platform change hua, cardio department active",True,False,0.7123,Negative
Coach number dekh ke luggage bhi confuse ho gaya,True,False,0.9966,Negative
Train ka horn sunke sleep schedule officially over,True,False,0.9763,Negative
"Wah station pe 7 min stop tha, chai lene gaya aur train almost chali",True,False,0.7848,Negative
"Luggage rakhne ki jagah mili, national achievement",True,False,0.9974,Positive
Wah pantry food ne expectations se bhi neeche perform kiya,True,False,0.9981,Negative
Seat exchange ke liye 4 logon ka negotiation ho gaya,True,False,0.9949,Negative
"Haan destination aa gaya, ab luggage dhundho",False,True,0.9985,Positive
Train ka AC Antarctica level pe hai,True,False,0.9749,Negative
"Library book issue karne gaya tha, system ne meri patience issue kar di",True,False,0.998,Negative
"Wah book mil gayi, sirf catalogue mein 3 alag locations search karne ke baad",True,False,0.9134,Positive
"Book ka cover amazing hai, content abhi negotiation mein hai",True,False,0.9881,Neutral
"Wah bookmark mila, book abhi tak nahi mili",True,False,0.9359,Negative
Book ka ending dekh ke writer se meeting chahiye,True,False,0.9933,Negative
"Wah cover pe “quick read” likha hai, 500 pages ke liye",True,False,0.9864,Negative
Book kholi aur first page pe hi emotional damage,True,False,0.9592,Negative
Wah author ne ending pe reader ki feelings ka respect nahi kiya,True,False,0.997,Negative
"Reading session ka plan tha, bookmarks organise karne laga",True,False,0.9912,Neutral
"Gardening start ki, plant ne already trust issues dikha diye",True,False,0.9859,Negative
Plant ke leaves dekh ke lag raha hai woh mujhe judge kar raha,True,False,0.9986,Negative
Bhai seed lagaya aur 2 din mein miracle expect kar raha tha,True,False,0.9985,Positive
"Haan plant grow kar raha hai, meri responsibilities bhi",True,False,0.8106,Positive
"Garden mein ek random butterfly aa gayi, aesthetic upgrade",False,True,0.9335,Positive
"Plant ko sunlight dene gaya, weather ne rain start kar di",True,False,0.9974,Negative
"Haan fertilizer dala, ab plant ka future bright hai hopefully",False,True,0.9989,Positive
"Wah ek leaf naya aaya, proud parent moment",False,True,0.9045,Positive
Plant ko naam dena necessary hai kya? 😂,False,True,0.8948,Neutral
Haan plant ko daily check kar raha hu jaise stock market ho,True,False,0.9651,Positive
"Gardening ne patience sikha diya, aur insects ne bhi",True,False,0.9974,Negative
Bhai watering can khud mujhse zyada professional lag raha,True,False,0.9989,Positive
"Dog ne mujhe dekh ke tail wag ki, promotion mil gaya",True,False,0.9983,Positive
"Cat ne ignore kiya, clearly uska loss hai",True,False,0.9436,Positive
Dog ne ball laayi aur main officially employee ban gaya,True,False,0.9036,Positive
"Cat box ke andar baithi hai, obviously box hi main attraction hai",True,False,0.9193,Positive
"Dog ne mujhe follow kiya, ab main responsible citizen hu apparently",True,False,0.9652,Positive
"Cat ko bed diya, usne cardboard choose kar liya",True,False,0.9969,Positive
Pigeon ne balcony ko personal property declare kar diya,True,False,0.9933,Negative
"Puppy ko toy diya, box mein interest hai",True,False,0.9397,Positive
Bird watching unexpectedly relaxing nikla,False,True,0.9557,Positive
"Dog park mein sab dogs social hain, humans bhi try kar rahe",True,False,0.9955,Positive
Squirrel ka confidence dekh ke mujhe bhi motivation chahiye,True,False,0.9978,Positive
Cat ne camera dekha aur immediately model mode on,True,False,0.8734,Positive
Aaj museum se nikalte hi souvenir shop ne attack kar diya,True,False,0.9975,Negative
Wah keychain itni expensive hai ki museum piece lag rahi,True,False,0.9695,Negative
Gift shop mein “just looking” ka plan 20 min mein fail,True,False,0.6482,Negative
Souvenir dekh ke laga destination officially expensive hai,True,False,0.8133,Negative
"Gift wrap ke paise alag, emotional damage free",True,False,0.9945,Negative
"Shopkeeper ne “best price” bola, wallet ne laugh kiya",True,False,0.997,Negative
Wah postcard pe stamp lagana bhi adventure ban gaya,True,False,0.997,Neutral
"Gift choose karna easy tha, bas 300 options the",True,False,0.9395,Negative
"Tourist map free tha, finally economy ne support kiya",True,False,0.9948,Positive
Wah headlines dekh ke duniya bilkul peaceful lag rahi,True,False,0.9983,Negative
News app ne 20 notifications bhej ke global responsibility de di,True,False,0.9796,Negative
Headlines padh ke morning motivation ki jagah existential crisis mil gaya,True,False,0.9974,Negative
Bhai world politics samajhne ke liye dictionary chahiye,True,False,0.9976,Negative
News anchor ne 10 min mein 17 topics cover kar diye,True,False,0.9897,Neutral
Wah international summit ka photo dekh ke sab kuch solved lag raha,True,False,0.9963,Positive
News feed refresh kiya aur somehow aur problems aa gayi,True,False,0.9807,Negative
"Global economy samajhne gaya tha, calculator bhi confuse ho gaya",True,False,0.9762,Negative
"News mein ek achhi story bhi mil gayi, rare species",True,False,0.9818,Positive
Wah world news aur personal problems dono ek saath aa gaye,True,False,0.9971,Negative
International updates dekh ke lag raha hai sleep is the better option,True,False,0.9789,Negative
News ka fact-check section kabhi kabhi main entertainment ban jata,True,False,0.999,Positive
Bhai headlines padh ke mujhe geography bhi revise karni pad gayi,True,False,0.999,Neutral
Bhai passport photo mein insaan kam criminal zyada lag raha hu 😭,True,False,0.9781,Negative
Visa form ne meri poori life ka autobiography maang li,True,False,0.9959,Negative
Immigration officer ne itne questions puche jaise main country lene aaya hu,True,False,0.5584,Negative
Airport pe passport dikhate dikhate passport se emotional attachment ho gaya,True,False,0.9984,Neutral
Currency exchange wale ne rate bataya aur meri smile exchange ho gayi,True,False,0.989,Negative
Foreign currency ke coins samajhne mein pura treasure hunt ho raha,True,False,0.998,Neutral
Google Translate ne sentence translate karke aur mysterious bana diya,True,False,0.9934,Negative
Tourist map dekh ke lag raha hai main khud hi landmark hu,True,False,0.9976,Neutral
"Hotel ke bahar local market mila, ab itinerary ka kya kaam",True,False,0.9983,Positive
Border pe line dekh ke samajh aa gaya globalization kitna slow hai,True,False,0.9959,Negative
Currency convert ki aur pata chala main yahan rich nahi hu,True,False,0.9966,Negative
Local bus ka route samajhna ek alag international exam hai,True,False,0.9985,Negative
"Taxi driver ko address dikhaya, unhone mujhe hi address samjha",True,False,0.9988,Negative
Local SIM activate karne mein nationality change karna easy lag raha,True,False,0.9964,Negative
Travel insurance brochure padh ke trip se zyada dangers interesting lage,True,False,0.9977,Negative
Passport cover pe itna proud hu jaise khud country chala raha,True,False,0.9991,Positive
Foreign restaurant mein menu samajhne ke liye translator ki zarurat pad gayi,True,False,0.9877,Neutral
Tourist banne ka sabse bada proof camera neck pe latkana hai,True,False,0.9982,Positive
"Border crossing smooth tha, aaj system ne respect de di",True,False,0.7346,Positive
Local accent samajhne mein meri English ne resignation de diya,True,False,0.9545,Negative
Bhai jet lag ne time zones ka revenge le liya,True,False,0.9989,Negative
Tourist attraction ke saamne photo lene se zyada logon ko dodge karna pada,True,False,0.9973,Negative
Foreign coffee shop mein naam pronounce karwana daily challenge hai,True,False,0.9104,Neutral
Currency ka change calculate karte karte asli shopping bhool gaya,True,False,0.9983,Negative
"Travel vlog dekh ke jagah easy lagi thi, reality ne cardio karwa diya",True,False,0.9979,Negative
"Airport lounge mein entry mili, ab main international businessman feel kar raha",True,False,0.9911,Positive
Local guide ne history batayi aur meri geography expose ho gayi,True,False,0.9901,Neutral
"Foreign ATM ne card accept kar liya, relationship official hai",True,False,0.9916,Positive
Airport security ne bag khola aur meri packing ki reality saamne aa gayi,True,False,0.9976,Negative
Bhai scoreboard dekh ke confidence bhi run rate ke saath fluctuate ho raha,True,False,0.9978,Negative
Stadium mein crowd ka volume speakers se zyada tha,True,False,0.9832,Positive
"Match dekhne gaya tha, nationalism complimentary mil gaya",True,False,0.994,Positive
Umpire ka decision dekh ke poora stand expert ban gaya,True,False,0.9983,Negative
Team jeet gayi aur suddenly sab cricket analysts ban gaye,True,False,0.9669,Positive
Bhai catch itna easy tha ki impossible bana diya,True,False,0.9878,Negative
Commentary sunke lagta hai har ball historic hai,True,False,0.997,Positive
Penalty shootout dekhna emotional damage ka premium version hai,True,False,0.8674,Negative
Referee ke decision pe stadium ka collective PhD start ho gaya,True,False,0.9935,Negative
Goal hua aur neighbours ko bhi score pata chal gaya,True,False,0.9988,Positive
Team 90 minutes tak defend karke last minute mein goal kha gayi,True,False,0.9902,Negative
VAR ne celebration ko temporary subscription bana diya,True,False,0.9963,Negative
Match ka extra time mere patience se bhi zyada nikla,True,False,0.9981,Negative
Slam dunk dekh ke physics ko thoda reconsider karna padega,True,False,0.9986,Positive
Tennis rally itni long thi ki point khud retirement le raha tha,True,False,0.9989,Negative
Formula 1 race mein pit stop bhi family function se fast tha,True,False,0.998,Positive
Driver ne overtake kiya aur meri heartbeat ne speed limit tod di,True,False,0.9957,Positive
Olympics dekh ke apni physical activity suddenly suspicious lagne lagi,True,False,0.9416,Negative
Athlete ka warm-up hi meri full workout se intense hai,True,False,0.9941,Negative
Marathon runners ko dekh ke walking bhi achievement lag rahi,True,False,0.9971,Positive
Sports commentary ka confidence score se independent hota hai,True,False,0.9879,Positive
Referee ne whistle bajayi aur 40k log instantly angry,True,False,0.5157,Negative
Team ka form dekh ke fan hona character development hai,True,False,0.9951,Negative
"Bhai player ne impossible angle se goal maara, calculator bhi confuse",True,False,0.9762,Positive
Coach ka face dekh ke score se pehle hi result samajh aa gaya,True,False,0.9989,Negative
Match khatam hua but arguments abhi bhi live hain,True,False,0.999,Neutral
Team jeeti toh purane supporters suddenly active ho gaye,True,False,0.9353,Positive
Bhai highlight dekh ke lag raha pura match dekha tha,True,False,0.999,Positive
Chess tournament mein ek move ne pura board emotional kar diya,True,False,0.9981,Negative
Grandmaster ka thinking time dekh ke mujhe apni decisions pe sharam aa rahi,True,False,0.9987,Negative
Formula samajhne se pehle driver ne race finish kar di,True,False,0.9957,Neutral
Sports commentator ne ek player ki family history bhi cover kar di,True,False,0.9976,Neutral
"Match ka result spoiler mil gaya, ab replay bhi documentary lag raha",True,False,0.999,Negative
Stadium se bahar aate hi awaaz ne leave application de di,True,False,0.9169,Negative
Fan zone mein energy literally alag level ki thi,False,True,0.9884,Positive
Museum ke dinosaur skeleton ko dekh ke size ka concept reset ho gaya,True,False,0.9771,Positive
"Black hole samajhne gaya tha, khud confusion mein disappear ho gaya",True,False,0.8835,Negative
Scientist ne 20 saal research ki aur main summary 30 sec mein dekh raha,True,False,0.9723,Negative
Mars ke photos dekh ke relocation options discuss karne lage,True,False,0.9938,Positive
Space station mein rehna cool hai until laundry ka thought aaye,True,False,0.6616,Neutral
Quantum physics ne common sense ko officially resign karwa diya,True,False,0.7321,Negative
Science museum mein bachche mujhse zyada excited the,True,False,0.6254,Positive
"Robot ne human jaisa answer diya, ab thoda concern ho raha",True,False,0.9878,Negative
Machine learning model train karte karte machine se zyada patience chahiye,True,False,0.8089,Negative
"Program first try mein chal gaya, suspiciously lucky lag raha",True,False,0.9729,Positive
Git commit message dekh ke future me khud ko samajh nahi aayega,True,False,0.9988,Neutral
Software update ne feature add kiya aur teen naye problems bhi,True,False,0.9984,Negative
AI assistant se answer liya aur ab answer ko verify karne ke liye aur research,True,False,0.9969,Negative
Robot vacuum ne room clean karne ke bajaye charger dhundh liya,True,False,0.998,Negative
"Smartwatch ne bola move karo, apparently meri life coach bhi ban gayi",True,False,0.9785,Negative
Fitness tracker ko dekh ke steps ki reality hurt kar gayi,True,False,0.9952,Negative
Two-factor authentication ne security ko full-time job bana diya,True,False,0.9495,Negative
"Cloud storage full ho gaya, clouds bhi ab limited hain",True,False,0.8969,Negative
QR code scan karte karte traditional payment nostalgic lagne laga,True,False,0.9917,Neutral
"Smart home mein lights smart hain, main abhi bhi switch dhoondh raha",True,False,0.9972,Negative
"Voice assistant ne mujhe samjha hi nahi, relatable",True,False,0.9971,Negative
"AI generated photo mein main better lag raha, identity crisis loading",True,False,0.9137,Positive
