message,actual_sentiment,predicted_sentiment,sentiment_confidence,actual_sarcasm,predicted_sarcasm,sarcasm_confidence
bhai itinerary mein free time naam ki cheez hi nahi hai,Negative,Neutral,0.9948,True,False,0.9973
aaj unexpectedly kisi naye place pe pahunch gaye,Positive,Neutral,0.5924,False,False,0.9982
mujhe laga sab cancel karenge but surprisingly everyone showed up,Positive,Negative,0.7284,False,False,0.8954
bhai plan ke screenshots hi 20 ho gaye hain 😭,Neutral,Negative,0.9841,True,False,0.708
bhai meri umbrella kisi aur ke saath exchange ho gayi lagta hai 😂,Neutral,Negative,0.9233,True,False,0.9724
kisi ne meri bottle galti se le li aur phir wapas de di,Neutral,Negative,0.9835,False,False,0.9983
bhai wrong jacket pehen ke nikal gaya tha 😭,Negative,Negative,0.8913,True,False,0.9597
mujhe ghar aake pata chala shirt ulta thi 😂,Negative,Negative,0.871,True,False,0.9708
aaj random coincidence hua aur main shock ho gaya,Positive,Neutral,0.9028,False,False,0.5425
bhai hum dono same time same thought bol diye 😭,Positive,Negative,0.4044,False,False,0.9588
ek stranger exactly wahi book carry kar raha tha jo main padh raha hoon,Positive,Neutral,0.9852,False,False,0.9825
aaj ek hi colour ke teen cars continuously dikhe 😂,Neutral,Negative,0.9688,True,False,0.8087
bhai jis person ke baare mein baat kar rahe the wahi saamne aa gaya 😭,Neutral,Negative,0.9772,True,False,0.9857
coincidence itna perfect tha ki scripted laga,Positive,Positive,0.736,True,False,0.9198
maine kisi ko message karne ka socha aur uska message aa gaya,Positive,Neutral,0.9548,False,False,0.9986
humne same joke same second pe bola 😂,Positive,Positive,0.9969,False,True,0.9888
ek stranger ka outfit exact mere jaisa tha 😭,Neutral,Negative,0.9129,True,False,0.7784
aaj repeatedly same number notice hua,Neutral,Neutral,0.575,False,True,0.9886
jis shop ka naam discuss kar rahe the wahi saamne aa gayi 😂,Positive,Negative,0.9886,True,False,0.9232
coincidence ne aaj unnecessary entertainment provide kiya,Positive,Negative,0.9761,True,False,0.9913
bhai universe kabhi kabhi overdramatic ho jata hai 😭,Neutral,Negative,0.99,True,False,0.9928
"bhai usne meri handwriting ko “interesting” bola, samajh nahi aaya 😂",Positive,Positive,0.9834,True,False,0.9889
"kisi ne mere shoes notice kiye, unexpected tha",Positive,Neutral,0.781,False,False,0.9651
aaj stranger ne bola colour achha lag raha hai,Positive,Negative,0.6007,False,False,0.9974
mujhe compliment accept karna abhi bhi awkward lagta hai,Neutral,Negative,0.8119,False,False,0.9989
kisi ne genuinely helpful advice di,Positive,Positive,0.7547,False,True,0.8584
random kindness kaafi rare but nice lagti hai,Positive,Positive,0.9977,False,True,0.8459
bhai stranger ne mera fallen paper collect kar diya 😭,Positive,Negative,0.9835,False,False,0.5605
bhai mujhe laga woh sarcasm tha but apparently compliment tha 😭,Neutral,Negative,0.9054,True,True,0.7214
aaj ek stranger ne directions itni clearly explain ki,Positive,Neutral,0.6719,False,True,0.7326
bhai random kindness ne pura mood shift kar diya,Positive,Negative,0.9541,False,False,0.9965
bhai duniya kabhi kabhi decent bhi ho jaati hai 😂,Positive,Negative,0.9773,True,False,0.9941
aaj ek weird dream yaad reh gaya 😭,Neutral,Negative,0.9719,False,True,0.9103
bhai mere dream ka plot kisi web series se bhi random tha,Neutral,Negative,0.6687,True,False,0.9986
sapne mein main kisi unknown city mein tha 😂,Neutral,Negative,0.6498,False,True,0.6344
mujhe dream ka ending abhi tak samajh nahi aaya,Neutral,Positive,0.9962,False,False,0.9987
bhai brain ne raat ko unnecessary screenplay likh diya 😭,Negative,Negative,0.9934,True,False,0.7613
"aaj subah dream yaad tha, ab completely disappear ho gaya",Neutral,Negative,0.9901,False,True,0.8542
"dream mein sab logical tha, uthte hi nonsense lagne laga 😂",Neutral,Negative,0.9912,True,False,0.5189
random dream ne pura mood weird kar diya,Neutral,Negative,0.9839,False,False,0.9942
mujhe lagta hai brain raat ko apni marzi chalata hai 😂,Neutral,Negative,0.9937,True,False,0.973
bhai dream mein bhi main late tha 😭,Negative,Negative,0.9814,True,False,0.9791
sapne mein impossible cheez normal lag rahi thi 😂,Neutral,Negative,0.8711,True,True,0.8819
bhai brain ne random characters cast kar diye,Neutral,Negative,0.9192,True,False,0.9874
dream yaad rakhne ka talent zero hai mera,Negative,Negative,0.9876,True,False,0.9911
aaj ek old dream suddenly yaad aa gaya,Neutral,Positive,0.9973,False,True,0.9949
bhai sapne mein bhi phone use kar raha tha 😭,Neutral,Negative,0.9708,True,False,0.9906
dream ka plot explain karun toh khud hi weird lagta hai,Neutral,Negative,0.9956,True,False,0.8577
mujhe ek dream ka location strangely familiar laga,Neutral,Positive,0.9973,False,False,0.9203
brain ko raat mein bhi drama chahiye 😂,Negative,Negative,0.5302,True,False,0.8498
mujhe kisi perfume se ek purani jagah yaad aa gayi,Neutral,Negative,0.5425,False,False,0.9985
bhai smell aur memories ka connection weirdly strong hota hai,Neutral,Positive,0.992,False,False,0.9273
aaj ek random sound se pura old scene yaad aa gaya,Neutral,Positive,0.9891,False,False,0.778
bhai woh old ringtone sunke time travel ho gaya 😭,Positive,Negative,0.5115,True,False,0.9559
mujhe old festivals ki woh specific smell yaad aa gayi,Positive,Neutral,0.6455,False,False,0.9942
random memory literally out of nowhere aa gayi,Neutral,Positive,0.5479,False,True,0.992
bhai ek old advertisement ka tune abhi bhi brain mein saved hai 😂,Neutral,Negative,0.7944,True,False,0.9643
"mujhe ek purani jagah ka exact smell yaad hai, weirdly",Neutral,Positive,0.4299,False,False,0.9629
old ringtone sunke instant nostalgia aa gaya,Positive,Positive,0.9963,False,True,0.9851
bhai brain memories ko random order mein kyun play karta hai 😭,Neutral,Neutral,0.7058,True,False,0.6761
mujhe ek old nickname kisi ne bola aur instantly past yaad aa gaya,Positive,Negative,0.9382,False,False,0.9984
bhai memories ka timing bhi ajeeb hota hai 😂,Neutral,Positive,0.9966,True,False,0.9866
aaj bina reason ek purana moment yaad aa gaya,Neutral,Positive,0.9984,False,True,0.655
bhai maine aaj ek naya word suna aur ab woh weird lag raha hai 😂,Neutral,Negative,0.9607,True,False,0.9932
bhai usne ek word ka pronunciation itna confidently galat bola 😭,Negative,Negative,0.7515,True,False,0.9645
bhai woh expression ka literal translation aur funny hai 😂,Positive,Positive,0.9818,True,False,0.9132
bhai ye phrase kis generation ka hai? 😭,Neutral,Neutral,0.7646,True,False,0.7745
kisi ne itna formal word use kiya ki conversation suddenly official lagne lagi,Neutral,Negative,0.575,True,False,0.9831
aaj ek new slang seekhi,Positive,Neutral,0.9396,False,False,0.9906
bhai woh phrase sunke mujhe instantly old feel hua 😂,Negative,Negative,0.793,True,False,0.9828
different languages mix hone se conversation aur funny ho gayi,Positive,Positive,0.9922,True,False,0.9952
aaj kisi ne mujhe ek local saying samjhayi,Positive,Neutral,0.851,False,False,0.9986
"bhai literal translation mat karna, meaning hi change ho jayega 😂",Neutral,Negative,0.893,True,False,0.915
mujhe naye expressions collect karne ka mann karta hai 😂,Positive,Positive,0.9725,True,False,0.9655
bhai aaj moon unusually bright lag raha tha,Positive,Neutral,0.6925,False,False,0.9822
balcony se stars surprisingly clear dikh rahe the,Positive,Positive,0.9471,False,True,0.756
aaj sky mein clouds ka pattern weirdly pretty tha,Positive,Positive,0.994,False,True,0.7952
moon dekh ke random photos lene ka mann kar gaya 😂,Positive,Negative,0.982,True,False,0.8439
aaj raat hawa surprisingly cool hai,Positive,Positive,0.998,False,True,0.9055
sky dekhte dekhte time ka pata hi nahi chala,Positive,Neutral,0.8674,False,False,0.9986
bhai ek cloud bilkul elephant jaisa lag raha tha 😭,Positive,Negative,0.8977,True,False,0.8711
stars count karne ka patience mere paas nahi hai 😂,Neutral,Negative,0.9128,True,True,0.6487
aaj evening sky genuinely beautiful tha,Positive,Positive,0.9986,False,True,0.9713
bhai clouds ne aaj proper painting bana di,Positive,Positive,0.4686,True,False,0.9726
sunset itna bright tha ki photo bhi proper nahi aa rahi,Positive,Negative,0.433,False,False,0.9989
mujhe night sky dekhna unnecessarily calming lagta hai,Positive,Negative,0.9799,False,False,0.9926
aaj moon ka shape surprisingly clear tha,Positive,Positive,0.9508,False,True,0.5709
bhai sky dekh ke pata chala weather actually clear hai,Positive,Neutral,0.9634,False,False,0.9939
random cloud formation ne mera attention le liya 😂,Positive,Negative,0.7501,True,True,0.5332
aaj stars city ke beech bhi visible the,Positive,Neutral,0.9908,False,False,0.9939
bhai nature free mein itna content de raha hai 😭,Positive,Negative,0.9935,True,True,0.6261
"random ticket stub mila, memory instantly activate ho gayi",Positive,Neutral,0.6274,False,True,0.8631
mujhe old handwritten lists dekhna weirdly interesting lagta hai,Positive,Negative,0.8363,False,False,0.9972
bhai ek purani key mili aur ab curiosity ho rahi hai kiski thi 😂,Neutral,Negative,0.4911,True,False,0.9956
ek tiny souvenir mila jo completely forgotten tha,Positive,Positive,0.979,False,True,0.8697
bhai drawer mein memories ka archaeological site mil gaya 😭,Neutral,Negative,0.9626,True,True,0.683
old ticket dekh ke pura journey yaad aa gaya,Positive,Negative,0.9542,False,False,0.9967
ek handwritten note mila aur handwriting instantly recognize ho gayi,Positive,Positive,0.9713,False,True,0.7624
random old receipt ne unnecessary nostalgia de diya 😂,Positive,Negative,0.9872,True,True,0.9932
old sticker dekh ke pata nahi kyun hasi aa gayi,Positive,Negative,0.9679,False,False,0.9985
bhai ye box itne saal se kyun rakha hua hai 😂,Neutral,Negative,0.8797,True,False,0.9912
ek old note mila jo ab bhi funny hai,Positive,Negative,0.9566,False,False,0.9985
drawer clean karte hue unexpected memories milti rehti hain 😭,Neutral,Positive,0.9897,False,False,0.5095
bhai old tickets throw karne ka mann hi nahi karta,Neutral,Negative,0.9271,False,False,0.9988
random object ne aaj pura memory lane open kar diya,Positive,Negative,0.984,False,False,0.9967
mujhe lagta hai meri drawers khud history preserve kar rahi hain 😂,Neutral,Negative,0.993,True,False,0.9833
bhai aaj ek street cat ne mujhe ignore kar diya with full confidence,Neutral,Positive,0.5773,True,False,0.9935
aaj ek squirrel balcony rail pe literally pose kar rahi thi 😂,Positive,Negative,0.8941,True,False,0.5557
bhai pigeon ne meri window pe permanent residence le liya hai 😭,Negative,Negative,0.9663,True,False,0.7234
woh cat mujhe dekh ke bhi bilkul move nahi hui,Neutral,Negative,0.5197,True,False,0.999
bhai dog ne ball chhodi aur phir khud hi uske peeche bhaaga 😂,Positive,Negative,0.9799,True,False,0.9942
aaj ek butterfly surprisingly close aa gayi,Positive,Positive,0.9963,False,True,0.8954
squirrel ko food churaate hue pakda 😂,Positive,Negative,0.514,True,False,0.8149
bhai pigeon ka confidence mujhse zyada hai,Neutral,Positive,0.9978,True,False,0.9927
bhai cat ne mujhe dekha aur immediately turn around kar liya 😭,Negative,Negative,0.9935,True,False,0.9304
ek little puppy ko first time stairs explore karte dekha,Positive,Neutral,0.9955,False,False,0.9895
butterfly ke colours genuinely beautiful the,Positive,Positive,0.9981,False,True,0.9251
bhai squirrel ne food liya aur bina thank you chale gayi 😂,Negative,Positive,0.7135,True,False,0.9537
aaj ek dog ne random friendship request bhej di,Positive,Positive,0.7313,True,False,0.9954
pigeon ne exactly wahi jagah choose ki jahan main baithne wala tha 😭,Negative,Negative,0.7054,True,False,0.9771
bhai nature ke characters ka attitude alag level ka hai 😂,Positive,Negative,0.7567,True,False,0.5153
aaj ek random balloon sky mein disappear ho gaya,Neutral,Neutral,0.9929,False,True,0.8874
ek little kid apni cycle pe full confidence se ja raha tha 😂,Positive,Positive,0.9963,True,False,0.7443
aaj park mein log badminton se zyada arguments kar rahe the 😭,Negative,Negative,0.9753,True,False,0.7997
bhai ek uncle morning walk ko military training bana rahe the,Positive,Neutral,0.9575,True,False,0.9968
park mein ek kid ne bubbles se pura area cover kar diya,Positive,Negative,0.5293,True,False,0.9973
bhai kisi ne park bench pe pura snack setup bana rakha tha 😂,Neutral,Negative,0.8248,True,False,0.9803
ek kid apni kite ke peeche full speed bhaag raha tha 😭,Positive,Negative,0.9859,True,False,0.9936
bhai kisi ne cycle pe itna huge basket laga rakha hai 😂,Neutral,Negative,0.8568,True,False,0.9147
aaj morning walkers ka group surprisingly energetic tha,Positive,Positive,0.9967,True,False,0.9423
bhai ek kid ne mujhe dekh ke random wave kiya 😭,Positive,Negative,0.9786,False,False,0.9928
bhai fountain ke paas pigeons ki meeting chal rahi thi 😂,Neutral,Neutral,0.9416,True,False,0.9119
"ek kid ne cycle chalana finally seekh liya, sab clap kar rahe the",Positive,Negative,0.9945,False,False,0.9987
park mein sunset dekhna unexpectedly nice tha,Positive,Positive,0.9975,False,True,0.656
bhai morning walk ke naam pe log gossip kar rahe the 😭,Negative,Negative,0.9887,True,False,0.9506
aaj ek random coupon mil gaya aur actually useful nikla,Positive,Positive,0.9939,False,True,0.8162
bhai coupon use karne gaya aur expire ho chuka tha 😂,Negative,Negative,0.9917,True,False,0.9719
bhai points collect karte karte reward mil hi gaya 😭,Positive,Negative,0.9912,False,False,0.9738
"offer dekh ke laga useful hai, terms padhi toh nahi tha 😂",Negative,Negative,0.7699,True,False,0.9059
bhai reward points ka value dekh ke emotional damage hua 😭,Negative,Negative,0.8779,True,False,0.8338
aaj ek free sample ke liye unnecessary excitement ho gayi,Positive,Positive,0.8234,True,False,0.5698
"coupon actually valid nikla, rare win 😂",Positive,Neutral,0.9505,True,True,0.9746
bhai discount ka benefit lene gaya aur extra hi spend kar diya,Negative,Negative,0.987,True,False,0.9985
loyalty points unexpectedly enough ho gaye,Positive,Positive,0.8699,False,True,0.9505
freebie cute tha but honestly useless 😂,Neutral,Negative,0.9576,True,True,0.9174
offer itna complicated tha ki lene ka mann hi chala gaya 😭,Negative,Negative,0.9961,True,False,0.6258
free delivery dekh ke order finally reasonable laga,Positive,Positive,0.9955,True,False,0.6236
bhai rewards system samajhne ke liye degree chahiye,Negative,Neutral,0.9972,True,False,0.9946
aaj random handwritten sign dekha aur hasi aa gayi,Positive,Neutral,0.851,True,False,0.9968
bhai kisi ne wall pe spelling mistake ke saath motivational quote likha 😂,Negative,Neutral,0.9114,True,False,0.9434
aaj ek funny typo ne pura meaning change kar diya 😭,Negative,Negative,0.982,True,False,0.9758
bhai notice board pe kisi ne doodle bana diya,Positive,Negative,0.9243,True,False,0.9988
aaj road sign ka sticker half peeled tha 😂,Neutral,Negative,0.952,True,True,0.7916
bhai kisi ne wall pe “smile” likha aur side mein sad face bana diya 😭,Neutral,Negative,0.9466,True,False,0.958
random graffiti actually artistic lag rahi thi,Positive,Negative,0.9838,False,True,0.6507
bhai typo itna funny tha ki photo le li 😂,Positive,Positive,0.9914,True,False,0.9834
aaj ek handwritten note ne attention catch kiya,Positive,Neutral,0.6224,False,False,0.9943
kisi ne tiny sticker se pura sign decorate kar diya,Positive,Negative,0.9873,True,False,0.9985
ek wall painting unexpectedly beautiful thi,Positive,Positive,0.9981,False,True,0.9814
mujhe random signs read karne ki weird habit hai 😂,Neutral,Negative,0.9736,True,False,0.7168
bhai kisi ne warning ko poetry bana diya 😭,Positive,Negative,0.9933,True,False,0.9836
random graffiti mein surprisingly deep message tha,Positive,Positive,0.9902,False,True,0.99
Yaar ye suitcase ka wheel phir toot gaya 🙂,Negative,Neutral,0.9374,False,False,0.9921
Train 40 min late hai apparently,Negative,Negative,0.5677,False,True,0.8569
